;issn;journal_name;citation_count_sum;paper_count_sum;avg_cites_per_paper;ranking;proj_ai
333;2077-2033;asian journal of clinical nutrition;44.0;38.0;1.1578947368421053;D;0.223
334;1871-014X;asian journal of criminology;56.0;75.0;0.7466666666666667;B;0.129
335;1994-7879;asian journal of crop science;85.0;90.0;0.9444444444444444;D;0.17300000000000001
336;2077-2041;asian journal of crop science;85.0;90.0;0.9444444444444444;D;0.17300000000000001
337;1992-1462;asian journal of epidemiology;14.0;21.0;0.6666666666666666;B;0.11199999999999999
338;2077-205X;asian journal of epidemiology;14.0;21.0;0.6666666666666666;C;0.11199999999999999
339;1994-5418;asian journal of mathematics & statistics;35.0;48.0;0.7291666666666666;D;0.125
340;2077-2068;asian journal of mathematics & statistics;35.0;48.0;0.7291666666666666;B;0.125
341;1998-409X;asian journal of pharmaceutics;126.0;130.0;0.9692307692307692;D;0.179
342;1682-3974;asian journal of plant sciences;188.0;177.0;1.0621468926553672;B;0.2
343;1812-5697;asian journal of plant sciences;188.0;177.0;1.0621468926553672;D;0.2
344;1992-1454;asian journal of scientific research;114.0;140.0;0.8142857142857143;D;0.14300000000000002
345;2077-2076;asian journal of scientific research;114.0;140.0;0.8142857142857143;B;0.14300000000000002
346;1015-9584;asian journal of surgery;183.0;148.0;1.2364864864864864;;0.243
347;1998-3565;asian journal of transfusion science;191.0;152.0;1.256578947368421;B;0.248
348;1513-7368;asian pacific journal of cancer prevention;11762.0;4860.0;2.420164609053498;B;0.565
349;1759-0914;asn neuro;612.0;134.0;4.567164179104478;B;1.255
350;1863-818X;asta advances in statistical analysis;201.0;95.0;2.1157894736842104;;0.47700000000000004
351;1572-946X;astrophysics and space science;2646.0;1658.0;1.5958986731001206;C;0.33399999999999996
352;0212-6567;atencion primaria;505.0;547.0;0.9232175502742233;B;0.168
353;0021-9150;atherosclerosis;11355.0;2743.0;4.1396281443674825;D;1.109
354;1573-9678;atlantic economic journal;78.0;142.0;0.5492957746478874;D;0.087
355;0187-6236;atmosfera;141.0;123.0;1.146341463414634;;0.221
356;2073-4433;atmosphere;374.0;369.0;1.013550135501355;D;0.18899999999999997
357;1680-7316;atmospheric chemistry and physics;20362.0;4363.0;4.666972266788907;B;1.29
358;1680-7324;atmospheric chemistry and physics;20362.0;4363.0;4.666972266788907;B;1.29
359;1867-1381;atmospheric measurement techniques;3541.0;1102.0;3.213248638838476;D;0.807
360;1867-8548;atmospheric measurement techniques;3541.0;1102.0;3.213248638838476;;0.807
361;1530-261X;atmospheric science letters;548.0;242.0;2.2644628099173554;D;0.519
362;2008-2657;audiology;5.0;13.0;0.38461538461538464;D;0.055999999999999994
363;1449-5554;australasian journal of educational technology;1106.0;344.0;3.2151162790697674;B;0.807
364;1326-2238;australasian journal of information systems;75.0;59.0;1.2711864406779658;A;0.251
365;1836-1935;australasian medical journal;439.0;356.0;1.2331460674157304;D;0.242
366;1879-5447;australasian physical & engineering sciences in medicine;248.0;221.0;1.1221719457013577;D;0.215
367;1448-6032;australasian plant pathology;472.0;345.0;1.3681159420289857;C;0.276
368;1743-8462;australia and new zealand health policy;9.0;3.0;3.0;C;0.74
369;1835-2707;australian journal of crop science;1473.0;949.0;1.552160168598525;;0.32299999999999995
370;0251-7493;austrian journal of earth sciences;38.0;23.0;1.6521739130434785;C;0.349
371;1470-9589;autex research journal;72.0;90.0;0.8;A;0.14
372;2300-0929;autex research journal;72.0;90.0;0.8;C;0.14
373;2090-1933;autism research and treatment;260.0;86.0;3.0232558139534884;B;0.747
374;2090-0430;autoimmune diseases;477.0;170.0;2.8058823529411763;B;0.68
375;1759-4499;automated experimentation;19.0;8.0;2.375;D;0.551
376;0005-1098;automatica;12143.0;1828.0;6.6427789934354475;D;2.011
377;1573-7527;autonomous robots;1227.0;236.0;5.1991525423728815;A;1.4780000000000002
378;1712-6568;avian conservation and ecology;162.0;78.0;2.0769230769230766;A;0.466
379;1572-8390;axiomathes;85.0;100.0;0.85;;0.151
380;1843-2875;balkan journal of geometry and its applications;2.0;5.0;0.4;A;0.059000000000000004
381;1311-0160;balkan journal of medical genetics;56.0;84.0;0.6666666666666666;;0.11199999999999999
382;2146-3123;balkan medical journal;147.0;233.0;0.6309012875536479;C;0.10400000000000001
383;2029-0454;baltic journal of law & politics;3.0;25.0;0.12;A;0.013000000000000001
384;0067-3064;baltica;46.0;51.0;0.9019607843137256;D;0.163
385;1991-007X;bangladesh journal of pharmacology;201.0;196.0;1.0255102040816326;B;0.192
386;1991-0088;bangladesh journal of pharmacology;201.0;196.0;1.0255102040816326;;0.192
387;1028-2092;bangladesh journal of plant taxonomy;52.0;82.0;0.6341463414634146;;0.105
388;2224-7297;bangladesh journal of plant taxonomy;52.0;82.0;0.6341463414634146;B;0.105
389;1435-1803;basic research in cardiology;2209.0;398.0;5.550251256281407;D;1.604
390;1931-6690;bayesian analysis;640.0;160.0;4.0;;1.063
391;1573-3297;behavior genetics;1052.0;339.0;3.103244837758112;;0.772
392;1554-3528;behavior research methods;2570.0;508.0;5.059055118110236;D;1.4280000000000002
393;1744-9081;behavioral and brain functions;960.0;280.0;3.4285714285714284;B;0.875
394;1432-0762;behavioral ecology and sociobiology;2998.0;946.0;3.1691331923890065;D;0.7929999999999999
395;0953-4180;behavioural neurology;509.0;255.0;1.996078431372549;B;0.44299999999999995
396;2190-4286;beilstein journal of nanotechnology;1563.0;550.0;2.841818181818182;;0.691
397;1860-5397;beilstein journal of organic chemistry;3239.0;1187.0;2.7287278854254424;A;0.657
398;1667-5746;biocell;70.0;47.0;1.4893617021276595;B;0.307
399;1330-0962;biochemia medica;546.0;198.0;2.7575757575757582;D;0.665
400;1573-4927;biochemical genetics;381.0;334.0;1.1407185628742516;C;0.21899999999999997
401;2090-2255;biochemistry research international;484.0;156.0;3.1025641025641018;D;0.772
402;0300-9084;biochimie;4566.0;1356.0;3.3672566371681416;D;0.856
403;1573-8248;biocontrol;1047.0;366.0;2.860655737704918;C;0.6970000000000001
404;1342-4815;biocontrol science;136.0;113.0;1.2035398230088497;D;0.235
405;1756-0381;biodata mining;259.0;103.0;2.5145631067961167;D;0.593
406;1572-9729;biodegradation;1205.0;429.0;2.8088578088578093;;0.6809999999999999
407;1572-9710;biodiversity and conservation;3422.0;1078.0;3.1743970315398884;C;0.794
408;1179-190X;biodrugs;717.0;232.0;3.0905172413793105;D;0.768
409;1567-5394;bioelectrochemistry;1462.0;374.0;3.9090909090909087;D;1.032
410;1939-1242;bioenergy research;1745.0;412.0;4.235436893203883;;1.1420000000000001
411;1573-515X;biogeochemistry;2857.0;653.0;4.375191424196019;D;1.189
412;1726-4170;biogeosciences;8814.0;1934.0;4.5573940020682535;;1.252
413;1726-4189;biogeosciences;8814.0;1934.0;4.5573940020682535;;1.252
414;1810-6285;biogeosciences discussions;477.0;486.0;0.9814814814814816;D;0.18100000000000002
415;1573-6768;biogerontology;921.0;277.0;3.324909747292419;B;0.8420000000000001
416;1177-9322;bioinformatics and biology insights;144.0;75.0;1.92;C;0.42200000000000004
417;1687-479X;bioinorganic chemistry and applications;323.0;176.0;1.8352272727272727;;0.39899999999999997
418;1559-4106;biointerphases;622.0;203.0;3.064039408866995;C;0.76
419;1573-8264;biologia plantarum;1097.0;587.0;1.8688245315161842;C;0.408
420;1347-5215;biological & pharmaceutical bulletin;3121.0;1553.0;2.0096587250482942;A;0.447
421;1432-0770;biological cybernetics;716.0;260.0;2.7538461538461543;;0.664
422;1573-1464;biological invasions;4306.0;1230.0;3.500813008130081;A;0.898
423;1734-7467;biological letters;21.0;40.0;0.525;D;0.083
424;1480-9222;biological procedures online;116.0;51.0;2.2745098039215685;B;0.522
425;0717-6287;biological research;491.0;260.0;1.8884615384615384;A;0.413
426;1555-5550;biological theory;347.0;202.0;1.7178217821782178;D;0.3670000000000001
427;1559-0720;biological trace element research;3225.0;1636.0;1.971271393643032;A;0.436
428;1045-1056;biologicals;742.0;358.0;2.0726256983240225;;0.465
429;1432-0789;biology and fertility of soils;1947.0;528.0;3.6875;;0.9590000000000001
430;1745-6150;biology direct;1004.0;241.0;4.16597510373444;A;1.1179999999999999
431;2042-6410;biology of sex differences;409.0;89.0;4.595505617977529;B;1.265
432;0860-021X;biology of sport;262.0;223.0;1.1748878923766817;D;0.228
433;2083-1862;biology of sport;262.0;223.0;1.1748878923766817;D;0.228
434;1177-2719;biomarker insights;190.0;75.0;2.533333333333333;D;0.598
435;0142-9612;biomaterials;47622.0;4878.0;9.76260762607626;A;3.264
436;1617-7940;biomechanics and modeling in mechanobiology;1449.0;417.0;3.474820143884892;D;0.89
437;2314-6133;biomed research international;19285.0;6728.0;2.8663793103448274;D;0.6990000000000001
438;2314-6141;biomed research international;19285.0;6728.0;2.8663793103448274;B;0.6990000000000001
439;0120-4157;biomedica;485.0;508.0;0.9547244094488188;A;0.175
440;1475-925X;biomedical engineering online;1722.0;556.0;3.0971223021582728;;0.77
441;1572-8781;biomedical microdevices;1464.0;523.0;2.7992351816443595;A;0.6779999999999999
442;1572-8773;biometals;1517.0;528.0;2.873106060606061;D;0.701
443;1932-1058;biomicrofluidics;2272.0;706.0;3.218130311614732;B;0.8079999999999999
444;1874-270X;biomolecular nmr assignments;177.0;278.0;0.6366906474820144;D;0.105
445;1867-2469;biophysical reviews;248.0;111.0;2.2342342342342336;B;0.511
446;1615-7605;bioprocess and biosystems engineering;2070.0;884.0;2.341628959276018;;0.542
447;1751-0759;biopsychosocial medicine;280.0;98.0;2.8571428571428568;A;0.696
448;1930-2126;bioresources;2987.0;1923.0;1.5533021320852831;D;0.32299999999999995
449;1754-7431;bioscience horizons;65.0;54.0;1.2037037037037035;;0.235
450;0144-8463;bioscience reports;811.0;293.0;2.767918088737201;D;0.669
451;1881-7823;bioscience trends;407.0;217.0;1.87557603686636;;0.41
452;1875-1350;biosemiotics;104.0;103.0;1.0097087378640777;;0.188
453;0303-2647;biosystems;988.0;459.0;2.1525054466230937;;0.48700000000000004
454;1676-0611;biota neotropica;705.0;561.0;1.2566844919786095;B;0.248
455;1370-6233;biotechnologie agronomie societe et environnement;336.0;306.0;1.0980392156862746;A;0.209
456;1310-2818;biotechnology & biotechnological equipment;376.0;565.0;0.6654867256637168;D;0.111
457;1314-3530;biotechnology & biotechnological equipment;376.0;565.0;0.6654867256637168;B;0.111
458;1754-6834;biotechnology for biofuels;4925.0;545.0;9.036697247706424;D;2.9619999999999997
459;1573-6776;biotechnology letters;3101.0;1440.0;2.1534722222222222;B;0.488
460;2090-3146;biotechnology research international;296.0;94.0;3.148936170212766;A;0.7859999999999999
461;1572-9125;bit numerical mathematics;381.0;221.0;1.7239819004524888;D;0.369
462;2044-5385;blood cancer journal;851.0;254.0;3.3503937007874014;C;0.85
463;1723-2007;blood transfusion;376.0;170.0;2.211764705882353;D;0.504
464;2385-2070;blood transfusion;376.0;170.0;2.211764705882353;C;0.504
465;1471-2253;bmc anesthesiology;497.0;256.0;1.94140625;D;0.428
466;1471-2091;bmc biochemistry;462.0;209.0;2.2105263157894743;;0.504
467;1471-2105;bmc bioinformatics;13803.0;3223.0;4.282655910642259;;1.158
468;1741-7007;bmc biology;2881.0;567.0;5.081128747795415;D;1.436
469;2046-1682;bmc biophysics;138.0;67.0;2.0597014925373136;C;0.461
470;1472-6750;bmc biotechnology;1725.0;524.0;3.291984732824428;B;0.8320000000000001
471;1471-2326;bmc blood disorders;45.0;17.0;2.647058823529412;B;0.632
472;1471-2407;bmc cancer;13637.0;3428.0;3.9781213535589264;C;1.055
473;1471-2261;bmc cardiovascular disorders;1473.0;573.0;2.5706806282722514;;0.609
474;1471-2121;bmc cell biology;950.0;292.0;3.2534246575342465;D;0.8190000000000001
475;1472-6769;bmc chemical biology;37.0;14.0;2.642857142857143;D;0.631
476;1472-6890;bmc clinical pathology;276.0;116.0;2.3793103448275863;B;0.5529999999999999
477;1472-6904;bmc clinical pharmacology;563.0;250.0;2.252;A;0.516
478;1472-6882;bmc complementary and alternative medicine;4714.0;1556.0;3.029562982005141;A;0.7490000000000001
479;1471-5945;bmc dermatology;177.0;80.0;2.2125;D;0.504
480;1471-213X;bmc developmental biology;968.0;318.0;3.0440251572327046;B;0.754
481;1472-6785;bmc ecology;551.0;159.0;3.4654088050314464;A;0.887
482;1471-227X;bmc emergency medicine;305.0;116.0;2.6293103448275863;C;0.627
483;1472-6823;bmc endocrine disorders;575.0;222.0;2.5900900900900896;A;0.615
484;1471-2148;bmc evolutionary biology;6530.0;1561.0;4.1832158872517615;D;1.124
485;1471-2296;bmc family practice;2228.0;767.0;2.9048239895697523;D;0.71
486;1471-230X;bmc gastroenterology;2599.0;847.0;3.0684769775678866;;0.7609999999999999
487;1471-2156;bmc genetics;1964.0;619.0;3.1728594507269787;B;0.794
488;1471-2164;bmc genomics;23050.0;4703.0;4.901126940250904;;1.3719999999999999
489;1471-2318;bmc geriatrics;2055.0;621.0;3.3091787439613527;B;0.8370000000000001
490;1472-6963;bmc health services research;8025.0;2522.0;3.1819984139571766;;0.797
491;1471-2172;bmc immunology;940.0;326.0;2.8834355828220857;B;0.7040000000000001
492;1471-2334;bmc infectious diseases;8654.0;2640.0;3.278030303030304;D;0.8270000000000001
493;1472-698X;bmc international health and human rights;519.0;212.0;2.44811320754717;A;0.573
494;1472-6920;bmc medical education;2092.0;773.0;2.7063389391979302;;0.65
495;1472-6939;bmc medical ethics;603.0;232.0;2.5991379310344827;C;0.618
496;1471-2350;bmc medical genetics;1856.0;730.0;2.5424657534246577;;0.601
497;1755-8794;bmc medical genomics;1677.0;401.0;4.182044887780549;B;1.124
498;1471-2342;bmc medical imaging;444.0;159.0;2.792452830188679;D;0.6759999999999999
499;1472-6947;bmc medical informatics and decision making;2112.0;595.0;3.549579831932773;;0.914
500;1756-6649;bmc medical physics;40.0;13.0;3.0769230769230766;C;0.764
501;1471-2288;bmc medical research methodology;3338.0;752.0;4.4388297872340425;D;1.2109999999999999
502;1741-7015;bmc medicine;7417.0;885.0;8.380790960451977;D;2.694
503;1471-2180;bmc microbiology;5750.0;1533.0;3.750815394651011;C;0.98
504;1471-2199;bmc molecular biology;701.0;243.0;2.8847736625514404;D;0.7040000000000001
505;1471-2474;bmc musculoskeletal disorders;4963.0;1642.0;3.0225334957369063;B;0.747
506;1471-2369;bmc nephrology;2065.0;741.0;2.786774628879892;;0.674
507;1471-2377;bmc neurology;2819.0;892.0;3.160313901345292;A;0.79
508;1471-2202;bmc neuroscience;2549.0;1169.0;2.180496150556031;D;0.495
509;1472-6955;bmc nursing;360.0;143.0;2.517482517482517;C;0.593
510;1471-2415;bmc ophthalmology;690.0;350.0;1.9714285714285715;C;0.436
511;1472-6831;bmc oral health;805.0;341.0;2.360703812316716;C;0.547
512;1472-684X;bmc palliative care;480.0;171.0;2.8070175438596485;B;0.6809999999999999
513;1471-2431;bmc pediatrics;2937.0;933.0;3.1479099678456586;D;0.7859999999999999
514;1471-2210;bmc pharmacology;145.0;89.0;1.6292134831460674;B;0.34299999999999997
515;1472-6793;bmc physiology;241.0;77.0;3.1298701298701297;A;0.78
516;1471-2229;bmc plant biology;7023.0;1322.0;5.3124054462934955;D;1.518
517;1471-2393;bmc pregnancy and childbirth;3847.0;1036.0;3.7133204633204633;C;0.968
518;1753-6561;bmc proceedings;532.0;1024.0;0.51953125;D;0.08199999999999999
519;1471-244X;bmc psychiatry;4940.0;1257.0;3.929992044550517;D;1.0390000000000001
520;1471-2458;bmc public health;21805.0;5646.0;3.862026213248317;D;1.0170000000000001
521;1471-2466;bmc pulmonary medicine;1417.0;471.0;3.0084925690021227;D;0.743
522;1756-0500;bmc research notes;5945.0;2897.0;2.052122885743873;A;0.45899999999999996
523;1472-6807;bmc structural biology;461.0;198.0;2.3282828282828283;;0.5379999999999999
524;1471-2482;bmc surgery;862.0;360.0;2.3944444444444444;;0.557
525;1752-0509;bmc systems biology;3737.0;1052.0;3.5522813688212933;D;0.915
526;1471-2490;bmc urology;562.0;247.0;2.2753036437246963;D;0.523
527;1746-6148;bmc veterinary research;2326.0;938.0;2.4797441364605546;A;0.5820000000000001
528;2044-6055;bmj open;9776.0;2833.0;3.450758912813272;;0.882
529;1851-2372;boletin de la sociedad argentina de botanica;59.0;122.0;0.4836065573770492;C;0.07400000000000001
530;8756-3282;bone;8305.0;2100.0;3.954761904761905;;1.047
531;2090-3006;bone marrow research;151.0;58.0;2.603448275862069;;0.619
532;1239-6095;boreal environment research;230.0;111.0;2.072072072072072;;0.46399999999999997
533;1797-2469;boreal environment research;230.0;111.0;2.072072072072072;B;0.46399999999999997
534;1512-8601;bosnian journal of basic medical sciences;192.0;223.0;0.8609865470852018;;0.154
535;1840-4812;bosnian journal of basic medical sciences;192.0;223.0;0.8609865470852018;D;0.154
536;1817-406x;botanical studies;347.0;278.0;1.2482014388489209;C;0.24600000000000002
537;1999-3110;botanical studies;347.0;278.0;1.2482014388489209;B;0.24600000000000002
538;1687-2770;boundary value problems;668.0;628.0;1.0636942675159236;;0.201
539;1538-4721;brachytherapy;934.0;491.0;1.9022403258655805;;0.41700000000000004
540;1678-4499;bragantia;407.0;404.0;1.0074257425742574;C;0.187
541;1931-7565;brain imaging and behavior;985.0;209.0;4.712918660287081;D;1.306
542;2076-3425;brain sciences;342.0;138.0;2.4782608695652173;C;0.5820000000000001
543;1573-6792;brain topography;972.0;244.0;3.9836065573770494;A;1.057
544;1861-387X;brain tumor pathology;329.0;175.0;1.88;D;0.41100000000000003
545;1516-8913;brazilian archives of biology and technology;702.0;602.0;1.1661129568106312;B;0.225
546;1678-4324;brazilian archives of biology and technology;702.0;602.0;1.1661129568106312;C;0.225
547;1519-6984;brazilian journal of biology;838.0;605.0;1.3851239669421491;D;0.28
548;1678-4375;brazilian journal of biology;838.0;605.0;1.3851239669421491;B;0.28
549;1806-9959;brazilian journal of botany;259.0;213.0;1.215962441314554;;0.23800000000000002
