;issn;journal_name;citation_count_sum;paper_count_sum;avg_cites_per_paper;ranking;proj_ai
3270;2313-7835;south african computer journal;48.0;37.0;1.2972972972972974;A;0.258
3271;0222-4062;south african journal of animal science;319.0;333.0;0.957957957957958;C;0.17600000000000002
3272;2222-3436;south african journal of economic and management sciences;231.0;272.0;0.8492647058823529;;0.151
3273;0256-0100;south african journal of education;460.0;229.0;2.0087336244541483;D;0.447
3274;2076-3433;south african journal of education;460.0;229.0;2.0087336244541483;B;0.447
3275;2224-7890;south african journal of industrial engineering;128.0;246.0;0.5203252032520326;;0.08199999999999999
3276;0038-2353;south african journal of science;635.0;518.0;1.2258687258687258;C;0.24
3277;1996-7489;south african journal of science;635.0;518.0;1.2258687258687258;B;0.24
3278;2078-5151;south african journal of surgery;123.0;138.0;0.8913043478260869;;0.161
3279;2078-5135;south african medical journal;1453.0;1246.0;1.166131621187801;D;0.225
3280;2233-1999;south east european journal of economics and business;43.0;41.0;1.0487804878048779;D;0.19699999999999998
3281;1608-9693;southern african journal of hiv medicine;140.0;107.0;1.308411214953271;C;0.26
3282;2078-6751;southern african journal of hiv medicine;140.0;107.0;1.308411214953271;;0.26
3283;0038-3910;southern california law review;61.0;31.0;1.9677419354838708;A;0.435
3284;1867-0199;soziale passagen;14.0;63.0;0.2222222222222222;A;0.027999999999999997
3285;1572-9672;space science reviews;2950.0;459.0;6.427015250544662;D;1.929
3286;1695-971X;spanish journal of agricultural research;744.0;612.0;1.2156862745098038;B;0.237
3287;2171-9292;spanish journal of agricultural research;744.0;612.0;1.2156862745098038;B;0.237
3288;1613-7523;spektrum der augenheilkunde;23.0;79.0;0.2911392405063291;B;0.039
3289;1825-1234;sport sciences for health;45.0;79.0;0.569620253164557;B;0.092
3290;1460-2687;sports engineering;139.0;108.0;1.2870370370370372;D;0.255
3291;1179-2035;sports medicine;3673.0;467.0;7.865096359743041;D;2.487
3292;1868-1069;sportwissenschaft;51.0;90.0;0.5666666666666667;A;0.091
3293;2193-1801;springerplus;2285.0;1364.0;1.6752199413489737;D;0.355
3294;2279-1965;sri lankan journal of anaesthesiology;11.0;30.0;0.3666666666666665;A;0.053
3295;0370-8179;srpski arhiv za celokupno lekarstvo;207.0;339.0;0.6106194690265486;D;0.1
3296;1944-3277;standards in genomic sciences;1014.0;395.0;2.5670886075949366;;0.608
3297;1432-220X;standort;12.0;36.0;0.3333333333333333;D;0.047
3298;1973-2201;statistica;30.0;66.0;0.4545454545454545;C;0.069
3299;1572-9311;statistical inference for stochastic processes;49.0;52.0;0.9423076923076924;D;0.172
3300;1613-9798;statistical papers;454.0;314.0;1.4458598726114649;D;0.295
3301;1573-1375;statistics and computing;1021.0;300.0;3.4033333333333333;C;0.867
3302;1867-1772;statistics in biosciences;91.0;68.0;1.338235294117647;A;0.268
3303;1873-5061;stem cell research;1847.0;399.0;4.629072681704262;C;1.2770000000000001
3304;1876-7753;stem cell research;1847.0;399.0;4.629072681704262;B;1.2770000000000001
3305;1757-6512;stem cell research & therapy;2247.0;460.0;4.8847826086956525;;1.3659999999999999
3306;1558-6804;stem cell reviews and reports;1821.0;410.0;4.441463414634146;D;1.212
3307;1687-966X;stem cells international;1131.0;302.0;3.7450331125827816;D;0.978
3308;1687-9678;stem cells international;1131.0;302.0;3.7450331125827816;D;0.978
3309;0039-128X;steroids;2416.0;897.0;2.693422519509476;C;0.6459999999999999
3310;1436-3259;stochastic environmental research and risk assessment;1528.0;566.0;2.6996466431095407;C;0.648
3311;1613-7698;stomatologie;4.0;15.0;0.26666666666666666;C;0.035
3312;1439-099X;strahlentherapie und onkologie;2084.0;957.0;2.1776384535005224;A;0.494
3313;1828-8928;strategies in trauma and limb reconstruction;192.0;119.0;1.6134453781512603;B;0.33899999999999997
3314;1615-1488;structural and multidisciplinary optimization;2119.0;716.0;2.9594972067039107;C;0.727
3315;1572-9001;structural chemistry;1186.0;932.0;1.2725321888412018;D;0.252
3316;0969-2126;structure;5413.0;1028.0;5.26556420233463;A;1.501
3317;2082-5102;studia anglica posnaniensia;9.0;16.0;0.5625;B;0.09
3318;1572-8730;studia logica;251.0;220.0;1.1409090909090909;D;0.21899999999999997
3319;1936-6167;studies in comparative international development;183.0;89.0;2.0561797752808992;D;0.46
3320;1573-0948;studies in east european thought;13.0;37.0;0.35135135135135137;B;0.05
3321;1220-1766;studies in informatics and control;132.0;134.0;0.9850746268656716;A;0.182
3322;1923-8444;studies in mathematical sciences;20.0;39.0;0.5128205128205128;D;0.08
3323;1923-8452;studies in mathematical sciences;20.0;39.0;0.5128205128205128;A;0.08
3324;0166-0616;studies in mycology;724.0;61.0;11.868852459016392;D;4.1739999999999995
3325;1872-9797;studies in mycology;724.0;61.0;11.868852459016392;B;4.1739999999999995
3326;1573-191X;studies in philosophy and education;240.0;190.0;1.263157894736842;B;0.249
3327;1747-597X;substance abuse treatment prevention and policy;596.0;195.0;3.0564102564102567;C;0.757
3328;1433-7339;supportive care in cancer;4995.0;1599.0;3.1238273921200754;D;0.778
3329;0039-6060;surgery;5710.0;1551.0;3.681495809155384;;0.9570000000000001
3330;1436-2813;surgery today;1873.0;1261.0;1.485329103885805;D;0.306
3331;1279-8517;surgical and radiologic anatomy;1114.0;689.0;1.6168359941944848;A;0.34
3332;2152-7806;surgical neurology international;1255.0;801.0;1.5667915106117354;D;0.327
3333;1573-0956;surveys in geophysics;957.0;201.0;4.7611940298507465;C;1.3230000000000002
3334;2071-1050;sustainability;2966.0;1240.0;2.3919354838709683;C;0.556
3335;1862-4057;sustainability science;808.0;172.0;4.697674418604652;B;1.301
3336;1935-3820;swarm intelligence;272.0;65.0;4.184615384615385;B;1.125
3337;1424-3997;swiss medical weekly;1575.0;788.0;1.9987309644670048;B;0.444
3338;1424-7860;swiss medical weekly;1575.0;788.0;1.9987309644670048;C;0.444
3339;1878-7665;symbiosis;466.0;251.0;1.8565737051792828;D;0.405
3340;1573-0964;synthese;1130.0;815.0;1.3865030674846626;D;0.28
3341;0346-251X;system;946.0;344.0;2.75;B;0.6629999999999999
3342;1573-5192;systematic parasitology;345.0;278.0;1.2410071942446044;;0.244
3343;2046-4053;systematic reviews;1047.0;316.0;3.3132911392405062;B;0.838
3344;1573-9295;systemic practice and action research;193.0;144.0;1.3402777777777777;D;0.26899999999999996
3345;1872-5333;systems and synthetic biology;165.0;98.0;1.6836734693877549;B;0.358
3346;0039-9140;talanta;16031.0;4117.0;3.8938547486033523;;1.0270000000000001
3347;1776-260X;targeted oncology;528.0;173.0;3.052023121387283;D;0.7559999999999999
3348;1128-045X;techniques in coloproctology;1123.0;538.0;2.087360594795539;D;0.469
3349;0166-4972;technovation;2117.0;317.0;6.678233438485805;B;2.025
3350;1559-7075;techtrends;527.0;228.0;2.3114035087719302;;0.5329999999999999
3351;0040-1951;tectonophysics;5760.0;1747.0;3.2970807097882084;C;0.833
3352;1735-7322;tehran university medical journal;15.0;36.0;0.4166666666666667;B;0.062
3353;1572-9451;telecommunication systems;1243.0;568.0;2.188380281690141;B;0.498
3354;1478-2286;tempo;22.0;57.0;0.3859649122807017;;0.055999999999999994
3355;1980-542X;tempo;22.0;57.0;0.3859649122807017;D;0.055999999999999994
3356;0103-2070;tempo social;54.0;67.0;0.8059701492537313;B;0.142
3357;1809-4554;tempo social;54.0;67.0;0.8059701492537313;D;0.142
3358;1017-0839;terrestrial atmospheric and oceanic sciences;222.0;269.0;0.8252788104089219;A;0.146
3359;1863-8260;test;308.0;160.0;1.925;D;0.423
3360;0040-4020;tetrahedron;14775.0;5925.0;2.4936708860759493;C;0.586
3361;0730-2347;texas heart institute journal;835.0;718.0;1.1629526462395543;;0.225
3362;1980-265X;texto & contexto enfermagem;958.0;827.0;1.158403869407497;C;0.22399999999999998
3363;1936-4784;the american sociologist;75.0;101.0;0.7425742574257426;D;0.128
3364;1432-0754;the astronomy and astrophysics review;594.0;47.0;12.638297872340429;B;4.5169999999999995
3365;1473-4230;the cerebellum;1375.0;441.0;3.1179138321995463;C;0.777
3366;1994-0424;the cryosphere;2766.0;559.0;4.948121645796063;B;1.3880000000000001
3367;1994-0440;the cryosphere discussions;190.0;197.0;0.964467005076142;C;0.177
3368;1875-9343;the ergonomics open journal;27.0;26.0;1.0384615384615383;A;0.195
3369;1877-6566;the hugo journal;43.0;17.0;2.5294117647058822;D;0.597
3370;1433-3015;the international journal of advanced manufacturing technology;9249.0;3926.0;2.355832908813041;D;0.546
3371;1991-0886;the international journal of applied economics and finance;36.0;47.0;0.7659574468085106;D;0.133
3372;2077-2149;the international journal of applied economics and finance;36.0;47.0;0.7659574468085106;;0.133
3373;1572-8552;the journal of comparative germanic linguistics;54.0;32.0;1.6875;;0.359
3374;1757-4838;the journal of computational multiphase flows;74.0;77.0;0.9610389610389608;;0.177
3375;2373-1761;the journal of entrepreneurial finance;6.0;11.0;0.5454545454545454;;0.087
3376;1572-8609;the journal of ethics;94.0;94.0;1.0;;0.18600000000000005
3377;1432-1424;the journal of membrane biology;1147.0;470.0;2.4404255319148938;D;0.5710000000000001
3378;1573-6547;the journal of primary prevention;334.0;138.0;2.420289855072464;D;0.565
3379;1573-0484;the journal of supercomputing;1816.0;839.0;2.164481525625745;D;0.491
3380;1866-7414;the mathematical intelligencer;104.0;134.0;0.7761194029850746;;0.135
3381;1874-3315;the open agriculture journal;79.0;52.0;1.5192307692307692;C;0.314
3382;1874-6136;the open aids journal;208.0;98.0;2.122448979591837;;0.479
3383;1874-3218;the open anesthesiology journal;6.0;11.0;0.5454545454545454;C;0.087
3384;1874-2823;the open atmospheric science journal;44.0;42.0;1.0476190476190477;A;0.19699999999999998
3385;1874-4443;the open automation and control systems journal;15.0;37.0;0.40540540540540543;A;0.06
3386;1874-091X;the open biochemistry journal;94.0;57.0;1.649122807017544;D;0.349
3387;1874-1207;the open biomedical engineering journal;136.0;83.0;1.6385542168674698;;0.34600000000000003
3388;1874-0707;the open biotechnology journal;26.0;26.0;1.0;A;0.18600000000000005
3389;1874-1924;the open cardiovascular medicine journal;251.0;136.0;1.8455882352941173;A;0.402
3390;1874-1231;the open chemical engineering journal;63.0;25.0;2.52;C;0.594
3391;1874-1495;the open civil engineering journal;57.0;70.0;0.8142857142857143;D;0.14300000000000002
3392;2210-2892;the open conference proceedings journal;117.0;96.0;1.21875;;0.23800000000000002
3393;1874-110X;the open cybernetics & systemics journal;10.0;24.0;0.4166666666666667;A;0.062
3394;1874-2106;the open dentistry journal;295.0;160.0;1.84375;A;0.401
3395;1874-3722;the open dermatology journal;31.0;45.0;0.6888888888888889;A;0.11599999999999999
3396;1874-2130;the open ecology journal;172.0;48.0;3.583333333333333;D;0.925
3397;1874-1290;the open electrical & electronic engineering journal;26.0;31.0;0.8387096774193549;B;0.149
3398;1874-9224;the open family studies journal;19.0;20.0;0.95;B;0.174
3399;1874-401X;the open fish science journal;50.0;54.0;0.925925925925926;D;0.16899999999999998
3400;1876-973X;the open fuels & energy science journal;32.0;21.0;1.5238095238095235;D;0.316
3401;1876-5262;the open hypertension journal;8.0;12.0;0.6666666666666666;D;0.11199999999999999
3402;1874-088X;the open materials science journal;105.0;76.0;1.381578947368421;C;0.27899999999999997
3403;1874-155X;the open mechanical engineering journal;53.0;85.0;0.6235294117647059;B;0.10300000000000001
3404;1874-4311;the open medical informatics journal;72.0;52.0;1.3846153846153846;A;0.28
3405;1874-1045;the open medicinal chemistry journal;95.0;33.0;2.878787878787879;;0.7020000000000001
3406;1874-2858;the open microbiology journal;231.0;82.0;2.817073170731707;C;0.684
3407;1874-4400;the open neuroimaging journal;110.0;70.0;1.5714285714285714;D;0.32799999999999996
3408;1874-205X;the open neurology journal;129.0;64.0;2.015625;A;0.449
3409;1874-4346;the open nursing journal;140.0;69.0;2.028985507246377;B;0.452
3410;1874-2882;the open nutrition journal;18.0;22.0;0.8181818181818182;D;0.14400000000000002
3411;1874-3641;the open ophthalmology journal;155.0;86.0;1.8023255813953487;C;0.39
3412;1874-4532;the open ornithology journal;57.0;37.0;1.5405405405405406;;0.32
3413;1874-3250;the open orthopaedics journal;662.0;340.0;1.947058823529412;C;0.43
3414;1876-3863;the open pain journal;60.0;44.0;1.3636363636363635;C;0.27399999999999997
3415;1874-8341;the open petroleum engineering journal;20.0;29.0;0.6896551724137931;B;0.11599999999999999
3416;1874-2947;the open plant science journal;19.0;16.0;1.1875;C;0.231
3417;1874-3501;the open psychology journal;39.0;51.0;0.7647058823529411;D;0.133
3418;1874-9445;the open public health journal;24.0;22.0;1.0909090909090908;D;0.207
3419;1874-3064;the open respiratory medicine journal;151.0;70.0;2.157142857142857;D;0.489
3420;1874-3129;the open rheumatology journal;276.0;111.0;2.4864864864864864;C;0.584
3421;1875-399X;the open sports sciences journal;86.0;89.0;0.9662921348314608;C;0.17800000000000002
3422;1876-5270;the open statistics & probability journal;2.0;8.0;0.25;D;0.032
3423;1874-4478;the open transportation journal;21.0;27.0;0.7777777777777778;;0.135
3424;1874-303X;the open urology & nephrology journal;10.0;21.0;0.4761904761904762;;0.073
3425;1874-3579;the open virology journal;213.0;96.0;2.21875;D;0.506
3426;1876-4002;the open waste management journal;43.0;30.0;1.4333333333333331;D;0.292
3427;1573-7128;the review of austrian economics;122.0;111.0;1.0990990990990992;C;0.209
3428;1936-4814;the review of black political economy;77.0;102.0;0.7549019607843137;C;0.13
3429;1537-744X;the scientific world journal;10627.0;5678.0;1.8716097217330043;;0.409
3430;1573-1960;the urban review;244.0;159.0;1.5345911949685536;D;0.318
3431;1432-2315;the visual computer;883.0;493.0;1.791075050709939;B;0.387
3432;0949-877X;the vldb journal;1.0;1.0;1.0;B;0.18600000000000005
3433;1434-4483;theoretical and applied climatology;2566.0;907.0;2.8291069459757443;C;0.687
3434;1432-2242;theoretical and applied genetics;5496.0;1214.0;4.527182866556837;D;1.242
3435;1432-2250;theoretical and computational fluid dynamics;374.0;185.0;2.0216216216216214;;0.45
3436;1742-4682;theoretical biology and medical modelling;445.0;247.0;1.8016194331983808;A;0.39
3437;1432-2234;theoretical chemistry accounts;1916.0;872.0;2.197247706422018;D;0.5
3438;1874-1746;theoretical ecology;401.0;171.0;2.3450292397660824;D;0.5429999999999999
3439;1555-7561;theoretical economics;347.0;124.0;2.798387096774193;D;0.6779999999999999
3440;1933-6837;theoretical economics;347.0;124.0;2.798387096774193;C;0.6779999999999999
3441;1573-1200;theoretical medicine and bioethics;186.0;133.0;1.3984962406015038;D;0.28300000000000003
3442;1201-561X;theory and applications of categories;188.0;176.0;1.068181818181818;B;0.20199999999999999
3443;1573-7187;theory and decision;393.0;263.0;1.494296577946768;C;0.308
3444;1573-7853;theory and society;304.0;125.0;2.432;D;0.568
3445;1611-7530;theory in biosciences;242.0;112.0;2.1607142857142856;D;0.49
3446;1838-7640;theranostics;2616.0;328.0;7.975609756097561;A;2.531
3447;1178-203X;therapeutics and clinical risk management;695.0;315.0;2.2063492063492065;;0.503
3448;0093-691X;theriogenology;4006.0;1742.0;2.2996555683122852;C;0.53
3449;0354-9836;thermal science;983.0;809.0;1.215080346106304;;0.237
3450;1744-9987;thoracic cancer;130.0;201.0;0.6467661691542289;C;0.107
3451;1759-7706;thoracic cancer;130.0;201.0;0.6467661691542289;;0.107
3452;1759-7714;thoracic cancer;130.0;201.0;0.6467661691542289;A;0.107
3453;2090-1496;thrombosis;130.0;69.0;1.884057971014493;B;0.41200000000000003
3454;1477-9560;thrombosis journal;313.0;106.0;2.952830188679245;A;0.725
3455;1756-6614;thyroid research;175.0;105.0;1.6666666666666667;A;0.353
3456;2212-5469;tissue engineering and regenerative medicine;185.0;147.0;1.2585034013605445;B;0.248
3457;1617-9625;tobacco induced diseases;236.0;116.0;2.034482758620689;B;0.45399999999999996
3458;1349-3329;tohoku journal of experimental medicine;1034.0;576.0;1.7951388888888888;D;0.38799999999999996
3459;1863-8279;top;262.0;170.0;1.5411764705882354;D;0.32
3460;1572-9028;topics in catalysis;2526.0;867.0;2.913494809688581;D;0.713
3461;2364-8961;topics in current chemistry;1855.0;536.0;3.4608208955223883;B;0.8859999999999999
3462;0300-483X;toxicology;4288.0;1009.0;4.249752229930625;D;1.147
3463;0041-0101;toxicon;4058.0;1378.0;2.944847605224964;D;0.723
3464;2072-6651;toxins;3165.0;687.0;4.606986899563318;D;1.2690000000000001
3465;0082-5638;trabajos de prehistoria;103.0;93.0;1.10752688172043;D;0.21100000000000002
3466;1988-3218;trabajos de prehistoria;103.0;93.0;1.10752688172043;D;0.21100000000000002
3467;1531-586X;transformation groups;227.0;184.0;1.233695652173913;C;0.242
3468;1573-9368;transgenic research;1274.0;494.0;2.5789473684210527;C;0.612
3469;0103-3786;transinformacao;38.0;90.0;0.4222222222222222;B;0.063
3470;1572-901X;transition metal chemistry;692.0;533.0;1.298311444652908;A;0.258
3471;2081-3856;translational neuroscience;240.0;169.0;1.4201183431952662;D;0.289
3472;2081-6936;translational neuroscience;240.0;169.0;1.4201183431952662;C;0.289
3473;1936-5233;translational oncology;1067.0;324.0;3.29320987654321;C;0.8320000000000001
3474;2158-3188;translational psychiatry;3255.0;466.0;6.984978540772532;B;2.142
3475;1868-601X;translational stroke research;1083.0;344.0;3.1482558139534884;;0.7859999999999999
3476;1648-3480;transport;264.0;341.0;0.7741935483870968;C;0.135
3477;1573-1634;transport in porous media;2229.0;901.0;2.4739178690344064;C;0.581
3478;1572-9435;transportation;955.0;291.0;3.2817869415807563;;0.828
3479;1436-6282;trauma und berufskrankheit;93.0;197.0;0.4720812182741117;D;0.07200000000000001
